日付,商品名,カテゴリー,販売商品数,売上,曜日,祝日,最高気温,最低気温,天気,休日フラグ,特異日フラグ,月,季節,イベント有無,長期休みの種類,長期休みフラグ,前週同曜日_売上,売上_移動平均7日,恒常メニュー,シーズンメニュー,商品数
2024-01-01,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,39.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,0,1,39.0
2024-01-01,13 LLS搾りたてレモンライムソーダ,ソーダ,1.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,1.0
2024-01-01,07 OP果実たっぷりオレンジパイン,スムージー,4.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,4.0
2024-01-01,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,5.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,5.0
2024-01-01,11 KIWIごろごろキウイ,スムージー,5.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,5.0
2024-01-01,05 KBケールバナナ,スムージー,6.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,6.0
2024-01-01,04 MIXトロピカルマンゴーミックス,スムージー,4.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,4.0
2024-01-01,08 KOPつぶつぶキウイオレンジパイン,スムージー,8.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,8.0
2024-01-01,06 ACAIアサイースムージー,スムージー,7.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,7.0
2024-01-01,SS 東京サンセットソーダ,店舗限定,12.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,12.0
2024-01-01,01 PBA金の房プレミアムバナナミルク,スムージー,21.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,21.0
2024-01-01,02 BA完熟バナナミルク,スムージー,25.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,25.0
2024-01-01,03 STBAつぶつぶいちごバナナミルク,スムージー,23.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,23.0
2024-01-01,MK100 愛媛みかん100%生絞りジュース,期間限定100%,30.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,0,1,30.0
2024-01-01,12 LMNゴクゴクレモネードソーダ,ソーダ,9.0,174255.0,Monday,1,12.5,4.4,晴れ,1,1,1.0,冬,無,冬休み,1,156530.3,174255.0,1,0,9.0
2024-01-02,09 BOCベリーベリーオレンジココナッツ,スムージー,4.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,4.0
2024-01-02,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,5.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,5.0
2024-01-02,05 KBケールバナナ,スムージー,1.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,1.0
2024-01-02,07 OP果実たっぷりオレンジパイン,スムージー,6.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,6.0
2024-01-02,08 KOPつぶつぶキウイオレンジパイン,スムージー,1.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,1.0
2024-01-02,13 LLS搾りたてレモンライムソーダ,ソーダ,7.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,7.0
2024-01-02,11 KIWIごろごろキウイ,スムージー,9.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,9.0
2024-01-02,MK100 愛媛みかん100%生絞りジュース,期間限定100%,46.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,0,1,46.0
2024-01-02,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,35.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,0,1,35.0
2024-01-02,03 STBAつぶつぶいちごバナナミルク,スムージー,33.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,33.0
2024-01-02,01 PBA金の房プレミアムバナナミルク,スムージー,30.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,30.0
2024-01-02,06 ACAIアサイースムージー,スムージー,5.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,5.0
2024-01-02,SS 東京サンセットソーダ,店舗限定,10.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,10.0
2024-01-02,12 LMNゴクゴクレモネードソーダ,ソーダ,12.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,12.0
2024-01-02,04 MIXトロピカルマンゴーミックス,スムージー,9.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,9.0
2024-01-02,02 BA完熟バナナミルク,スムージー,29.0,203546.0,Tuesday,0,9.2,2.8,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,188900.5,1,0,29.0
2024-01-03,04 MIXトロピカルマンゴーミックス,スムージー,5.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,5.0
2024-01-03,05 KBケールバナナ,スムージー,3.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,3.0
2024-01-03,09 BOCベリーベリーオレンジココナッツ,スムージー,3.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,3.0
2024-01-03,07 OP果実たっぷりオレンジパイン,スムージー,4.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,4.0
2024-01-03,13 LLS搾りたてレモンライムソーダ,ソーダ,5.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,5.0
2024-01-03,SS 東京サンセットソーダ,店舗限定,7.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,7.0
2024-01-03,11 KIWIごろごろキウイ,スムージー,8.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,8.0
2024-01-03,12 LMNゴクゴクレモネードソーダ,ソーダ,12.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,12.0
2024-01-03,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,13.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,13.0
2024-01-03,02 BA完熟バナナミルク,スムージー,18.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,18.0
2024-01-03,06 ACAIアサイースムージー,スムージー,9.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,9.0
2024-01-03,03 STBAつぶつぶいちごバナナミルク,スムージー,27.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,27.0
2024-01-03,01 PBA金の房プレミアムバナナミルク,スムージー,32.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,32.0
2024-01-03,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,50.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,0,1,50.0
2024-01-03,MK100 愛媛みかん100%生絞りジュース,期間限定100%,80.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,0,1,80.0
2024-01-03,08 KOPつぶつぶキウイオレンジパイン,スムージー,6.0,244187.0,Wednesday,0,11.0,2.8,曇り,1,0,1.0,冬,無,冬休み,1,156530.3,207329.3,1,0,6.0
2024-01-04,06 ACAIアサイースムージー,スムージー,2.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,2.0
2024-01-04,05 KBケールバナナ,スムージー,3.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,3.0
2024-01-04,13 LLS搾りたてレモンライムソーダ,ソーダ,1.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,1.0
2024-01-04,12 LMNゴクゴクレモネードソーダ,ソーダ,1.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,1.0
2024-01-04,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,5.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,5.0
2024-01-04,08 KOPつぶつぶキウイオレンジパイン,スムージー,4.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,4.0
2024-01-04,02 BA完熟バナナミルク,スムージー,14.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,14.0
2024-01-04,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,32.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,0,1,32.0
2024-01-04,03 STBAつぶつぶいちごバナナミルク,スムージー,22.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,22.0
2024-01-04,01 PBA金の房プレミアムバナナミルク,スムージー,16.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,16.0
2024-01-04,SS 東京サンセットソーダ,店舗限定,10.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,10.0
2024-01-04,MK100 愛媛みかん100%生絞りジュース,期間限定100%,50.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,0,1,50.0
2024-01-04,04 MIXトロピカルマンゴーミックス,スムージー,8.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,8.0
2024-01-04,11 KIWIごろごろキウイ,スムージー,6.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,6.0
2024-01-04,07 OP果実たっぷりオレンジパイン,スムージー,6.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,6.0
2024-01-04,09 BOCベリーベリーオレンジココナッツ,スムージー,4.0,159425.0,Thursday,0,15.3,6.3,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,195353.2,1,0,4.0
2024-01-05,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,2.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,2.0
2024-01-05,04 MIXトロピカルマンゴーミックス,スムージー,2.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,2.0
2024-01-05,09 BOCベリーベリーオレンジココナッツ,スムージー,2.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,2.0
2024-01-05,13 LLS搾りたてレモンライムソーダ,ソーダ,3.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,3.0
2024-01-05,05 KBケールバナナ,スムージー,3.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,3.0
2024-01-05,07 OP果実たっぷりオレンジパイン,スムージー,4.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,4.0
2024-01-05,11 KIWIごろごろキウイ,スムージー,4.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,4.0
2024-01-05,12 LMNゴクゴクレモネードソーダ,ソーダ,5.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,5.0
2024-01-05,08 KOPつぶつぶキウイオレンジパイン,スムージー,4.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,4.0
2024-01-05,06 ACAIアサイースムージー,スムージー,3.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,3.0
2024-01-05,SS 東京サンセットソーダ,店舗限定,6.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,6.0
2024-01-05,02 BA完熟バナナミルク,スムージー,11.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,11.0
2024-01-05,01 PBA金の房プレミアムバナナミルク,スムージー,13.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,13.0
2024-01-05,03 STBAつぶつぶいちごバナナミルク,スムージー,14.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,1,0,14.0
2024-01-05,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,23.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,0,1,23.0
2024-01-05,MK100 愛媛みかん100%生絞りジュース,期間限定100%,37.0,117103.0,Friday,0,13.6,2.9,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,179703.2,0,1,37.0
2024-01-06,2023_OR100 オレンジ100%生絞りジュース,期間限定100%,5.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,0,1,5.0
2024-01-06,05 KBケールバナナ,スムージー,5.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,5.0
2024-01-06,13 LLS搾りたてレモンライムソーダ,ソーダ,6.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,6.0
2024-01-06,09 BOCベリーベリーオレンジココナッツ,スムージー,3.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,3.0
2024-01-06,06 ACAIアサイースムージー,スムージー,1.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,1.0
2024-01-06,08 KOPつぶつぶキウイオレンジパイン,スムージー,5.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,5.0
2024-01-06,04 MIXトロピカルマンゴーミックス,スムージー,6.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,6.0
2024-01-06,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,39.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,0,1,39.0
2024-01-06,11 KIWIごろごろキウイ,スムージー,7.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,7.0
2024-01-06,12 LMNゴクゴクレモネードソーダ,ソーダ,10.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,10.0
2024-01-06,07 OP果実たっぷりオレンジパイン,スムージー,13.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,13.0
2024-01-06,SS 東京サンセットソーダ,店舗限定,12.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,12.0
2024-01-06,MK100 愛媛みかん100%生絞りジュース,期間限定100%,17.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,0,1,17.0
2024-01-06,01 PBA金の房プレミアムバナナミルク,スムージー,22.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,22.0
2024-01-06,02 BA完熟バナナミルク,スムージー,34.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,34.0
2024-01-06,03 STBAつぶつぶいちごバナナミルク,スムージー,34.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,34.0
2024-01-06,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,8.0,191950.0,Saturday,0,15.6,3.0,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,181744.3,1,0,8.0
2024-01-07,12 LMNゴクゴクレモネードソーダ,ソーダ,6.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,6.0
2024-01-07,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,6.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,6.0
2024-01-07,09 BOCベリーベリーオレンジココナッツ,スムージー,7.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,7.0
2024-01-07,13 LLS搾りたてレモンライムソーダ,ソーダ,1.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,1.0
2024-01-07,06 ACAIアサイースムージー,スムージー,2.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,2.0
2024-01-07,07 OP果実たっぷりオレンジパイン,スムージー,9.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,9.0
2024-01-07,05 KBケールバナナ,スムージー,5.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,5.0
2024-01-07,04 MIXトロピカルマンゴーミックス,スムージー,11.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,11.0
2024-01-07,08 KOPつぶつぶキウイオレンジパイン,スムージー,11.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,11.0
2024-01-07,SS 東京サンセットソーダ,店舗限定,9.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,9.0
2024-01-07,11 KIWIごろごろキウイ,スムージー,13.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,13.0
2024-01-07,2023_OR100 オレンジ100%生絞りジュース,期間限定100%,18.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,0,1,18.0
2024-01-07,02 BA完熟バナナミルク,スムージー,40.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,40.0
2024-01-07,03 STBAつぶつぶいちごバナナミルク,スムージー,34.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,34.0
2024-01-07,01 PBA金の房プレミアムバナナミルク,スムージー,35.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,1,0,35.0
2024-01-07,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,36.0,199460.0,Sunday,0,12.7,5.7,晴れ,1,0,1.0,冬,無,冬休み,1,156530.3,184275.1,0,1,36.0
2024-01-08,13 LLS搾りたてレモンライムソーダ,ソーダ,3.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,3.0
2024-01-08,12 LMNゴクゴクレモネードソーダ,ソーダ,3.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,3.0
2024-01-08,11 KIWIごろごろキウイ,スムージー,2.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,2.0
2024-01-08,05 KBケールバナナ,スムージー,4.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,4.0
2024-01-08,09 BOCベリーベリーオレンジココナッツ,スムージー,1.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,1.0
2024-01-08,08 KOPつぶつぶキウイオレンジパイン,スムージー,4.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,4.0
2024-01-08,2023_OR100 オレンジ100%生絞りジュース,期間限定100%,5.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,0,1,5.0
2024-01-08,07 OP果実たっぷりオレンジパイン,スムージー,5.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,5.0
2024-01-08,SS 東京サンセットソーダ,店舗限定,6.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,6.0
2024-01-08,04 MIXトロピカルマンゴーミックス,スムージー,7.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,7.0
2024-01-08,06 ACAIアサイースムージー,スムージー,6.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,6.0
2024-01-08,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,11.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,0,1,11.0
2024-01-08,02 BA完熟バナナミルク,スムージー,24.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,24.0
2024-01-08,03 STBAつぶつぶいちごバナナミルク,スムージー,21.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,21.0
2024-01-08,01 PBA金の房プレミアムバナナミルク,スムージー,28.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,28.0
2024-01-08,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,5.0,109571.0,Monday,1,10.2,2.7,晴れ,1,0,1.0,冬,無,該当なし,0,174255.0,175034.6,1,0,5.0
2024-01-09,03 STBAつぶつぶいちごバナナミルク,スムージー,2.0,30099.0,Tuesday,0,11.0,1.5,晴れ,0,0,1.0,冬,無,該当なし,0,203546.0,150256.4,1,0,2.0
2024-01-09,04 MIXトロピカルマンゴーミックス,スムージー,1.0,30099.0,Tuesday,0,11.0,1.5,晴れ,0,0,1.0,冬,無,該当なし,0,203546.0,150256.4,1,0,1.0
2024-01-09,06 ACAIアサイースムージー,スムージー,1.0,30099.0,Tuesday,0,11.0,1.5,晴れ,0,0,1.0,冬,無,該当なし,0,203546.0,150256.4,1,0,1.0
2024-01-09,01 PBA金の房プレミアムバナナミルク,スムージー,7.0,30099.0,Tuesday,0,11.0,1.5,晴れ,0,0,1.0,冬,無,該当なし,0,203546.0,150256.4,1,0,7.0
2024-01-09,02 BA完熟バナナミルク,スムージー,7.0,30099.0,Tuesday,0,11.0,1.5,晴れ,0,0,1.0,冬,無,該当なし,0,203546.0,150256.4,1,0,7.0
2024-01-09,STY  国産つぶつぶいちごミルクヨーグルト,期間限定スムージー,6.0,30099.0,Tuesday,0,11.0,1.5,晴れ,0,0,1.0,冬,無,該当なし,0,203546.0,150256.4,0,1,6.0
2024-01-09,MK100 青島みかん100%生絞りジュース,期間限定100%,10.0,30099.0,Tuesday,0,11.0,1.5,晴れ,0,0,1.0,冬,無,該当なし,0,203546.0,150256.4,0,1,10.0
2024-01-10,07 OP果実たっぷりオレンジパイン,スムージー,1.0,62590.0,Wednesday,0,12.3,1.7,晴れ,0,0,1.0,冬,無,該当なし,0,244187.0,124314.0,1,0,1.0
2024-01-10,12 LMNゴクゴクレモネードソーダ,ソーダ,2.0,62590.0,Wednesday,0,12.3,1.7,晴れ,0,0,1.0,冬,無,該当なし,0,244187.0,124314.0,1,0,2.0
2024-01-10,14 PGS搾りたてピンクグレープフルーツソーダ,ソーダ,2.0,62590.0,Wednesday,0,12.3,1.7,晴れ,0,0,1.0,冬,無,該当なし,0,244187.0,124314.0,1,0,2.0
2024-01-10,13 LLS搾りたてレモンライムソーダ,ソーダ,2.0,62590.0,Wednesday,0,12.3,1.7,晴れ,0,0,1.0,冬,無,該当なし,0,244187.0,124314.0,1,0,2.0
2024-01-10,03 STBAつぶつぶいちごバナナミルク,スムージー,2.0,62590.0,Wednesday,0,12.3,1.7,晴れ,0,0,1.0,冬,無,該当なし,0,244187.0,124314.0,1,0,2.0
2024-01-10,04 MIXトロピカルマンゴーミックス,スムージー,3.0,62590.0,Wednesday,0,12.3,1.7,晴れ,0,0,1.0,冬,無,該当なし,0,244187.0,124314.0,1,0,3.0
